link,i,j,k,cost,amplitude,lower_bound,upper_bound
C67.1922-05-31_OUTBOUND.1922-05-31_0,C67.1922-05-31,OUTBOUND.1922-05-31,0,0.0,1.0,0.0,1699.039812
C67.1922-05-31_OUTBOUND.1922-05-31_1,C67.1922-05-31,OUTBOUND.1922-05-31,1,0.0,1.0,0.0,1699.039812
C67.1922-06-30_OUTBOUND.1922-06-30_0,C67.1922-06-30,OUTBOUND.1922-06-30,0,0.0,1.0,0.0,1061.504904
C67.1922-06-30_OUTBOUND.1922-06-30_1,C67.1922-06-30,OUTBOUND.1922-06-30,1,0.0,1.0,0.0,1061.504904
C67.1922-07-31_OUTBOUND.1922-07-31_0,C67.1922-07-31,OUTBOUND.1922-07-31,0,0.0,1.0,0.0,360.34612799999996
C67.1922-07-31_OUTBOUND.1922-07-31_1,C67.1922-07-31,OUTBOUND.1922-07-31,1,0.0,1.0,0.0,360.34612799999996
C67.1922-08-31_OUTBOUND.1922-08-31_0,C67.1922-08-31,OUTBOUND.1922-08-31,0,0.0,1.0,27.736,531.539092
C67.1922-08-31_OUTBOUND.1922-08-31_1,C67.1922-08-31,OUTBOUND.1922-08-31,1,0.0,1.0,0.0,503.803092
C67.1922-09-30_OUTBOUND.1922-09-30_0,C67.1922-09-30,OUTBOUND.1922-09-30,0,0.0,1.0,3.3080000000000003,990.1266439999999
C67.1922-09-30_OUTBOUND.1922-09-30_1,C67.1922-09-30,OUTBOUND.1922-09-30,1,0.0,1.0,0.0,986.818644
C67.1921-10-31_C7.1921-10-31_0,C67.1921-10-31,C7.1921-10-31,0,0.0,1.0,0.0,1.0000000000000005e+18
C67.1921-11-30_C7.1921-11-30_0,C67.1921-11-30,C7.1921-11-30,0,0.0,1.0,0.0,1.0000000000000004e+18
C67.1921-12-31_C7.1921-12-31_0,C67.1921-12-31,C7.1921-12-31,0,0.0,1.0,0.0,1.0000000000000008e+18
C67.1922-01-31_C7.1922-01-31_0,C67.1922-01-31,C7.1922-01-31,0,0.0,1.0,0.0,1.000000000000001e+18
C67.1922-02-28_C7.1922-02-28_0,C67.1922-02-28,C7.1922-02-28,0,0.0,1.0,0.0,1.0000000000000017e+18
C67.1922-03-31_C7.1922-03-31_0,C67.1922-03-31,C7.1922-03-31,0,0.0,1.0,0.0,1.0000000000000017e+18
C67.1922-04-30_C7.1922-04-30_0,C67.1922-04-30,C7.1922-04-30,0,0.0,1.0,0.0,1.000000000000001e+18
C67.1922-05-31_C7.1922-05-31_0,C67.1922-05-31,C7.1922-05-31,0,0.0,1.0,0.0,1.0000000000000017e+18
C67.1922-06-30_C7.1922-06-30_0,C67.1922-06-30,C7.1922-06-30,0,0.0,1.0,0.0,1.000000000000001e+18
C67.1922-07-31_C7.1922-07-31_0,C67.1922-07-31,C7.1922-07-31,0,0.0,1.0,0.0,1.0000000000000004e+18
C67.1922-08-31_C7.1922-08-31_0,C67.1922-08-31,C7.1922-08-31,0,0.0,1.0,0.0,1.0000000000000005e+18
C67.1922-09-30_C7.1922-09-30_0,C67.1922-09-30,C7.1922-09-30,0,0.0,1.0,0.0,1.000000000000001e+18
C67.1921-10-31_HSU204C67.1921-10-31_0,C67.1921-10-31,HSU204C67.1921-10-31,0,0.0,1.0,0.0,502.56866
C67.1921-11-30_HSU204C67.1921-11-30_0,C67.1921-11-30,HSU204C67.1921-11-30,0,0.0,1.0,0.0,461.79459199999997
C67.1921-12-31_HSU204C67.1921-12-31_0,C67.1921-12-31,HSU204C67.1921-12-31,0,0.0,1.0,0.0,767.5189419101553
C67.1922-01-31_HSU204C67.1922-01-31_0,C67.1922-01-31,HSU204C67.1922-01-31,0,0.0,1.0,0.0,1010.0757799999999
C67.1922-02-28_HSU204C67.1922-02-28_0,C67.1922-02-28,HSU204C67.1922-02-28,0,0.0,1.0,0.0,1769.8429279999998
C67.1922-03-31_HSU204C67.1922-03-31_0,C67.1922-03-31,HSU204C67.1922-03-31,0,0.0,1.0,0.0,1702.757504
C67.1922-04-30_HSU204C67.1922-04-30_0,C67.1922-04-30,HSU204C67.1922-04-30,0,0.0,1.0,0.0,1067.4604519999998
C67.1922-05-31_HSU204C67.1922-05-31_0,C67.1922-05-31,HSU204C67.1922-05-31,0,0.0,1.0,0.0,1748.139812
C67.1922-06-30_HSU204C67.1922-06-30_0,C67.1922-06-30,HSU204C67.1922-06-30,0,0.0,1.0,0.0,1110.6049039999998
C67.1922-07-31_HSU204C67.1922-07-31_0,C67.1922-07-31,HSU204C67.1922-07-31,0,0.0,1.0,0.0,409.446128
C67.1922-08-31_HSU204C67.1922-08-31_0,C67.1922-08-31,HSU204C67.1922-08-31,0,0.0,1.0,0.0,552.903092
C67.1922-09-30_HSU204C67.1922-09-30_0,C67.1922-09-30,HSU204C67.1922-09-30,0,0.0,1.0,0.0,1035.9186439999999
SOURCE_INFLOW.1921-10-31_0,SOURCE,INFLOW.1921-10-31,0,0.0,1.0,0.0,1e+18
INFLOW.1921-10-31_C7.1921-10-31_0,INFLOW.1921-10-31,C7.1921-10-31,0,0.0,1.0,0.3,0.3
SOURCE_INFLOW.1921-11-30_0,SOURCE,INFLOW.1921-11-30,0,0.0,1.0,0.0,1e+18
INFLOW.1921-11-30_C7.1921-11-30_0,INFLOW.1921-11-30,C7.1921-11-30,0,0.0,1.0,12.3,12.3
SOURCE_INFLOW.1921-12-31_0,SOURCE,INFLOW.1921-12-31,0,0.0,1.0,0.0,1e+18
INFLOW.1921-12-31_C7.1921-12-31_0,INFLOW.1921-12-31,C7.1921-12-31,0,0.0,1.0,114.4,114.4
SOURCE_INFLOW.1922-01-31_0,SOURCE,INFLOW.1922-01-31,0,0.0,1.0,0.0,1e+18
INFLOW.1922-01-31_C7.1922-01-31_0,INFLOW.1922-01-31,C7.1922-01-31,0,0.0,1.0,22.8,22.8
SOURCE_INFLOW.1922-02-28_0,SOURCE,INFLOW.1922-02-28,0,0.0,1.0,0.0,1e+18
INFLOW.1922-02-28_C7.1922-02-28_0,INFLOW.1922-02-28,C7.1922-02-28,0,0.0,1.0,58.9,58.9
SOURCE_INFLOW.1922-03-31_0,SOURCE,INFLOW.1922-03-31,0,0.0,1.0,0.0,1e+18
INFLOW.1922-03-31_C7.1922-03-31_0,INFLOW.1922-03-31,C7.1922-03-31,0,0.0,1.0,48.4,48.4
SOURCE_INFLOW.1922-04-30_0,SOURCE,INFLOW.1922-04-30,0,0.0,1.0,0.0,1e+18
INFLOW.1922-04-30_C7.1922-04-30_0,INFLOW.1922-04-30,C7.1922-04-30,0,0.0,1.0,35.6,35.6
SOURCE_INFLOW.1922-05-31_0,SOURCE,INFLOW.1922-05-31,0,0.0,1.0,0.0,1e+18
INFLOW.1922-05-31_C7.1922-05-31_0,INFLOW.1922-05-31,C7.1922-05-31,0,0.0,1.0,58.9,58.9
SOURCE_INFLOW.1922-06-30_0,SOURCE,INFLOW.1922-06-30,0,0.0,1.0,0.0,1e+18
INFLOW.1922-06-30_C7.1922-06-30_0,INFLOW.1922-06-30,C7.1922-06-30,0,0.0,1.0,11.7,11.7
SOURCE_INFLOW.1922-07-31_0,SOURCE,INFLOW.1922-07-31,0,0.0,1.0,0.0,1e+18
INFLOW.1922-07-31_C7.1922-07-31_0,INFLOW.1922-07-31,C7.1922-07-31,0,0.0,1.0,0.0,0.0
SOURCE_INFLOW.1922-08-31_0,SOURCE,INFLOW.1922-08-31,0,0.0,1.0,0.0,1e+18
INFLOW.1922-08-31_C7.1922-08-31_0,INFLOW.1922-08-31,C7.1922-08-31,0,0.0,1.0,0.0,0.0
SOURCE_INFLOW.1922-09-30_0,SOURCE,INFLOW.1922-09-30,0,0.0,1.0,0.0,1e+18
INFLOW.1922-09-30_C7.1922-09-30_0,INFLOW.1922-09-30,C7.1922-09-30,0,0.0,1.0,3.1,3.1
C7.1921-10-31_C20.1921-10-31_0,C7.1921-10-31,C20.1921-10-31,0,0.0,1.0,0.0,0.0
C7.1921-11-30_C20.1921-11-30_0,C7.1921-11-30,C20.1921-11-30,0,0.0,1.0,0.0,0.0
C7.1921-12-31_C20.1921-12-31_0,C7.1921-12-31,C20.1921-12-31,0,0.0,1.0,0.0,0.0
C7.1922-01-31_C20.1922-01-31_0,C7.1922-01-31,C20.1922-01-31,0,0.0,1.0,0.0,0.0
C7.1922-02-28_C20.1922-02-28_0,C7.1922-02-28,C20.1922-02-28,0,0.0,1.0,0.0,0.0
C7.1922-03-31_C20.1922-03-31_0,C7.1922-03-31,C20.1922-03-31,0,0.0,1.0,0.0,0.0
C7.1922-04-30_C20.1922-04-30_0,C7.1922-04-30,C20.1922-04-30,0,0.0,1.0,0.0,0.0
C7.1922-05-31_C20.1922-05-31_0,C7.1922-05-31,C20.1922-05-31,0,0.0,1.0,0.0,0.0
C7.1922-06-30_C20.1922-06-30_0,C7.1922-06-30,C20.1922-06-30,0,0.0,1.0,0.0,0.0
C7.1922-07-31_C20.1922-07-31_0,C7.1922-07-31,C20.1922-07-31,0,0.0,1.0,0.0,0.0
C7.1922-08-31_C20.1922-08-31_0,C7.1922-08-31,C20.1922-08-31,0,0.0,1.0,0.0,0.0
C7.1922-09-30_C20.1922-09-30_0,C7.1922-09-30,C20.1922-09-30,0,0.0,1.0,0.0,0.0
C7.1921-10-31_C8.1921-10-31_0,C7.1921-10-31,C8.1921-10-31,0,0.0,1.0,0.0,1e+18
C7.1921-11-30_C8.1921-11-30_0,C7.1921-11-30,C8.1921-11-30,0,0.0,1.0,0.0,1e+18
C7.1921-12-31_C8.1921-12-31_0,C7.1921-12-31,C8.1921-12-31,0,0.0,1.0,0.0,1e+18
C7.1922-01-31_C8.1922-01-31_0,C7.1922-01-31,C8.1922-01-31,0,0.0,1.0,0.0,1e+18
C7.1922-02-28_C8.1922-02-28_0,C7.1922-02-28,C8.1922-02-28,0,0.0,1.0,0.0,1e+18
C7.1922-03-31_C8.1922-03-31_0,C7.1922-03-31,C8.1922-03-31,0,0.0,1.0,0.0,1e+18
C7.1922-04-30_C8.1922-04-30_0,C7.1922-04-30,C8.1922-04-30,0,0.0,1.0,0.0,1e+18
C7.1922-05-31_C8.1922-05-31_0,C7.1922-05-31,C8.1922-05-31,0,0.0,1.0,0.0,1e+18
C7.1922-06-30_C8.1922-06-30_0,C7.1922-06-30,C8.1922-06-30,0,0.0,1.0,0.0,1e+18
C7.1922-07-31_C8.1922-07-31_0,C7.1922-07-31,C8.1922-07-31,0,0.0,1.0,0.0,1e+18
C7.1922-08-31_C8.1922-08-31_0,C7.1922-08-31,C8.1922-08-31,0,0.0,1.0,0.0,1e+18
C7.1922-09-30_C8.1922-09-30_0,C7.1922-09-30,C8.1922-09-30,0,0.0,1.0,0.0,1e+18
C8.1921-10-31_C104.1921-10-31_0,C8.1921-10-31,C104.1921-10-31,0,0.0,1.0,0.0,1e+18
C8.1921-11-30_C104.1921-11-30_0,C8.1921-11-30,C104.1921-11-30,0,0.0,1.0,0.0,1e+18
C8.1921-12-31_C104.1921-12-31_0,C8.1921-12-31,C104.1921-12-31,0,0.0,1.0,0.0,1e+18
C8.1922-01-31_C104.1922-01-31_0,C8.1922-01-31,C104.1922-01-31,0,0.0,1.0,0.0,1e+18
C8.1922-02-28_C104.1922-02-28_0,C8.1922-02-28,C104.1922-02-28,0,0.0,1.0,0.0,1e+18
C8.1922-03-31_C104.1922-03-31_0,C8.1922-03-31,C104.1922-03-31,0,0.0,1.0,0.0,1e+18
C8.1922-04-30_C104.1922-04-30_0,C8.1922-04-30,C104.1922-04-30,0,0.0,1.0,0.0,1e+18
C8.1922-05-31_C104.1922-05-31_0,C8.1922-05-31,C104.1922-05-31,0,0.0,1.0,0.0,1e+18
C8.1922-06-30_C104.1922-06-30_0,C8.1922-06-30,C104.1922-06-30,0,0.0,1.0,0.0,1e+18
C8.1922-07-31_C104.1922-07-31_0,C8.1922-07-31,C104.1922-07-31,0,0.0,1.0,0.0,1e+18
C8.1922-08-31_C104.1922-08-31_0,C8.1922-08-31,C104.1922-08-31,0,0.0,1.0,0.0,1e+18
C8.1922-09-30_C104.1922-09-30_0,C8.1922-09-30,C104.1922-09-30,0,0.0,1.0,0.0,1e+18
C8.1921-10-31_WTP204.1921-10-31_0,C8.1921-10-31,WTP204.1921-10-31,0,45.0,1.0,0.0,103.0
C8.1921-11-30_WTP204.1921-11-30_0,C8.1921-11-30,WTP204.1921-11-30,0,45.0,1.0,0.0,103.0
C8.1921-12-31_WTP204.1921-12-31_0,C8.1921-12-31,WTP204.1921-12-31,0,45.0,1.0,0.0,103.0
C8.1922-01-31_WTP204.1922-01-31_0,C8.1922-01-31,WTP204.1922-01-31,0,45.0,1.0,0.0,103.0
C8.1922-02-28_WTP204.1922-02-28_0,C8.1922-02-28,WTP204.1922-02-28,0,45.0,1.0,0.0,103.0
C8.1922-03-31_WTP204.1922-03-31_0,C8.1922-03-31,WTP204.1922-03-31,0,45.0,1.0,0.0,103.0
C8.1922-04-30_WTP204.1922-04-30_0,C8.1922-04-30,WTP204.1922-04-30,0,45.0,1.0,0.0,103.0
C8.1922-05-31_WTP204.1922-05-31_0,C8.1922-05-31,WTP204.1922-05-31,0,45.0,1.0,0.0,103.0
C8.1922-06-30_WTP204.1922-06-30_0,C8.1922-06-30,WTP204.1922-06-30,0,45.0,1.0,0.0,103.0
C8.1922-07-31_WTP204.1922-07-31_0,C8.1922-07-31,WTP204.1922-07-31,0,45.0,1.0,0.0,103.0
C8.1922-08-31_WTP204.1922-08-31_0,C8.1922-08-31,WTP204.1922-08-31,0,45.0,1.0,0.0,103.0
C8.1922-09-30_WTP204.1922-09-30_0,C8.1922-09-30,WTP204.1922-09-30,0,45.0,1.0,0.0,103.0
CVPM07G.1921-10-31_HGR07.1921-10-31_0,CVPM07G.1921-10-31,HGR07.1921-10-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1921-11-30_HGR07.1921-11-30_0,CVPM07G.1921-11-30,HGR07.1921-11-30,0,0.0,0.409,0.0,1e+18
CVPM07G.1921-12-31_HGR07.1921-12-31_0,CVPM07G.1921-12-31,HGR07.1921-12-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-01-31_HGR07.1922-01-31_0,CVPM07G.1922-01-31,HGR07.1922-01-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-02-28_HGR07.1922-02-28_0,CVPM07G.1922-02-28,HGR07.1922-02-28,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-03-31_HGR07.1922-03-31_0,CVPM07G.1922-03-31,HGR07.1922-03-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-04-30_HGR07.1922-04-30_0,CVPM07G.1922-04-30,HGR07.1922-04-30,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-05-31_HGR07.1922-05-31_0,CVPM07G.1922-05-31,HGR07.1922-05-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-06-30_HGR07.1922-06-30_0,CVPM07G.1922-06-30,HGR07.1922-06-30,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-07-31_HGR07.1922-07-31_0,CVPM07G.1922-07-31,HGR07.1922-07-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-08-31_HGR07.1922-08-31_0,CVPM07G.1922-08-31,HGR07.1922-08-31,0,0.0,0.409,0.0,1e+18
CVPM07G.1922-09-30_HGR07.1922-09-30_0,CVPM07G.1922-09-30,HGR07.1922-09-30,0,0.0,0.409,0.0,1e+18
CVPM07S.1921-10-31_HSD204.1921-10-31_0,CVPM07S.1921-10-31,HSD204.1921-10-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1921-11-30_HSD204.1921-11-30_0,CVPM07S.1921-11-30,HSD204.1921-11-30,0,0.0,0.409,0.0,1e+18
CVPM07S.1921-12-31_HSD204.1921-12-31_0,CVPM07S.1921-12-31,HSD204.1921-12-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-01-31_HSD204.1922-01-31_0,CVPM07S.1922-01-31,HSD204.1922-01-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-02-28_HSD204.1922-02-28_0,CVPM07S.1922-02-28,HSD204.1922-02-28,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-03-31_HSD204.1922-03-31_0,CVPM07S.1922-03-31,HSD204.1922-03-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-04-30_HSD204.1922-04-30_0,CVPM07S.1922-04-30,HSD204.1922-04-30,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-05-31_HSD204.1922-05-31_0,CVPM07S.1922-05-31,HSD204.1922-05-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-06-30_HSD204.1922-06-30_0,CVPM07S.1922-06-30,HSD204.1922-06-30,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-07-31_HSD204.1922-07-31_0,CVPM07S.1922-07-31,HSD204.1922-07-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-08-31_HSD204.1922-08-31_0,CVPM07S.1922-08-31,HSD204.1922-08-31,0,0.0,0.409,0.0,1e+18
CVPM07S.1922-09-30_HSD204.1922-09-30_0,CVPM07S.1922-09-30,HSD204.1922-09-30,0,0.0,0.409,0.0,1e+18
CVPM08G.1921-10-31_HGR08.1921-10-31_0,CVPM08G.1921-10-31,HGR08.1921-10-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1921-11-30_HGR08.1921-11-30_0,CVPM08G.1921-11-30,HGR08.1921-11-30,0,0.0,0.305,0.0,1e+18
CVPM08G.1921-12-31_HGR08.1921-12-31_0,CVPM08G.1921-12-31,HGR08.1921-12-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-01-31_HGR08.1922-01-31_0,CVPM08G.1922-01-31,HGR08.1922-01-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-02-28_HGR08.1922-02-28_0,CVPM08G.1922-02-28,HGR08.1922-02-28,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-03-31_HGR08.1922-03-31_0,CVPM08G.1922-03-31,HGR08.1922-03-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-04-30_HGR08.1922-04-30_0,CVPM08G.1922-04-30,HGR08.1922-04-30,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-05-31_HGR08.1922-05-31_0,CVPM08G.1922-05-31,HGR08.1922-05-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-06-30_HGR08.1922-06-30_0,CVPM08G.1922-06-30,HGR08.1922-06-30,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-07-31_HGR08.1922-07-31_0,CVPM08G.1922-07-31,HGR08.1922-07-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-08-31_HGR08.1922-08-31_0,CVPM08G.1922-08-31,HGR08.1922-08-31,0,0.0,0.305,0.0,1e+18
CVPM08G.1922-09-30_HGR08.1922-09-30_0,CVPM08G.1922-09-30,HGR08.1922-09-30,0,0.0,0.305,0.0,1e+18
CVPM08S.1921-10-31_HSD207.1921-10-31_0,CVPM08S.1921-10-31,HSD207.1921-10-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1921-11-30_HSD207.1921-11-30_0,CVPM08S.1921-11-30,HSD207.1921-11-30,0,0.0,0.305,0.0,1e+18
CVPM08S.1921-12-31_HSD207.1921-12-31_0,CVPM08S.1921-12-31,HSD207.1921-12-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-01-31_HSD207.1922-01-31_0,CVPM08S.1922-01-31,HSD207.1922-01-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-02-28_HSD207.1922-02-28_0,CVPM08S.1922-02-28,HSD207.1922-02-28,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-03-31_HSD207.1922-03-31_0,CVPM08S.1922-03-31,HSD207.1922-03-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-04-30_HSD207.1922-04-30_0,CVPM08S.1922-04-30,HSD207.1922-04-30,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-05-31_HSD207.1922-05-31_0,CVPM08S.1922-05-31,HSD207.1922-05-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-06-30_HSD207.1922-06-30_0,CVPM08S.1922-06-30,HSD207.1922-06-30,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-07-31_HSD207.1922-07-31_0,CVPM08S.1922-07-31,HSD207.1922-07-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-08-31_HSD207.1922-08-31_0,CVPM08S.1922-08-31,HSD207.1922-08-31,0,0.0,0.305,0.0,1e+18
CVPM08S.1922-09-30_HSD207.1922-09-30_0,CVPM08S.1922-09-30,HSD207.1922-09-30,0,0.0,0.305,0.0,1e+18
INFLOW.1921-10-31_D17.1921-10-31_0,INFLOW.1921-10-31,D17.1921-10-31,0,0.0,1.0,45.0,45.0
INFLOW.1921-11-30_D17.1921-11-30_0,INFLOW.1921-11-30,D17.1921-11-30,0,0.0,1.0,52.0,52.0
INFLOW.1921-12-31_D17.1921-12-31_0,INFLOW.1921-12-31,D17.1921-12-31,0,0.0,1.0,99.0,99.0
INFLOW.1922-01-31_D17.1922-01-31_0,INFLOW.1922-01-31,D17.1922-01-31,0,0.0,1.0,63.0,63.0
INFLOW.1922-02-28_D17.1922-02-28_0,INFLOW.1922-02-28,D17.1922-02-28,0,0.0,1.0,179.0,179.0
INFLOW.1922-03-31_D17.1922-03-31_0,INFLOW.1922-03-31,D17.1922-03-31,0,0.0,1.0,179.0,179.0
INFLOW.1922-04-30_D17.1922-04-30_0,INFLOW.1922-04-30,D17.1922-04-30,0,0.0,1.0,248.0,248.0
INFLOW.1922-05-31_D17.1922-05-31_0,INFLOW.1922-05-31,D17.1922-05-31,0,0.0,1.0,452.0,452.0
INFLOW.1922-06-30_D17.1922-06-30_0,INFLOW.1922-06-30,D17.1922-06-30,0,0.0,1.0,279.0,279.0
INFLOW.1922-07-31_D17.1922-07-31_0,INFLOW.1922-07-31,D17.1922-07-31,0,0.0,1.0,66.0,66.0
INFLOW.1922-08-31_D17.1922-08-31_0,INFLOW.1922-08-31,D17.1922-08-31,0,0.0,1.0,40.0,40.0
INFLOW.1922-09-30_D17.1922-09-30_0,INFLOW.1922-09-30,D17.1922-09-30,0,0.0,1.0,38.0,38.0
D17.1921-10-31_SR_FOL.1921-10-31_0,D17.1921-10-31,SR_FOL.1921-10-31,0,0.0,1.0,0.0,1e+18
D17.1921-11-30_SR_FOL.1921-11-30_0,D17.1921-11-30,SR_FOL.1921-11-30,0,0.0,1.0,0.0,1e+18
D17.1921-12-31_SR_FOL.1921-12-31_0,D17.1921-12-31,SR_FOL.1921-12-31,0,0.0,1.0,0.0,1e+18
D17.1922-01-31_SR_FOL.1922-01-31_0,D17.1922-01-31,SR_FOL.1922-01-31,0,0.0,1.0,0.0,1e+18
D17.1922-02-28_SR_FOL.1922-02-28_0,D17.1922-02-28,SR_FOL.1922-02-28,0,0.0,1.0,0.0,1.0000000000000003e+18
D17.1922-03-31_SR_FOL.1922-03-31_0,D17.1922-03-31,SR_FOL.1922-03-31,0,0.0,1.0,0.0,1.0000000000000001e+18
D17.1922-04-30_SR_FOL.1922-04-30_0,D17.1922-04-30,SR_FOL.1922-04-30,0,0.0,1.0,0.0,1.0000000000000001e+18
D17.1922-05-31_SR_FOL.1922-05-31_0,D17.1922-05-31,SR_FOL.1922-05-31,0,0.0,1.0,0.0,1.0000000000000005e+18
D17.1922-06-30_SR_FOL.1922-06-30_0,D17.1922-06-30,SR_FOL.1922-06-30,0,0.0,1.0,0.0,1.0000000000000004e+18
D17.1922-07-31_SR_FOL.1922-07-31_0,D17.1922-07-31,SR_FOL.1922-07-31,0,0.0,1.0,0.0,1e+18
D17.1922-08-31_SR_FOL.1922-08-31_0,D17.1922-08-31,SR_FOL.1922-08-31,0,0.0,1.0,0.0,1e+18
D17.1922-09-30_SR_FOL.1922-09-30_0,D17.1922-09-30,SR_FOL.1922-09-30,0,0.0,1.0,0.0,1e+18
D17.1921-10-31_WTP204.1921-10-31_0,D17.1921-10-31,WTP204.1921-10-31,0,45.0,0.94,0.0,0.0
D17.1921-11-30_WTP204.1921-11-30_0,D17.1921-11-30,WTP204.1921-11-30,0,45.0,0.94,0.0,0.0
D17.1921-12-31_WTP204.1921-12-31_0,D17.1921-12-31,WTP204.1921-12-31,0,45.0,0.94,0.0,0.0
D17.1922-01-31_WTP204.1922-01-31_0,D17.1922-01-31,WTP204.1922-01-31,0,45.0,0.94,0.0,17.187059669204878
D17.1922-02-28_WTP204.1922-02-28_0,D17.1922-02-28,WTP204.1922-02-28,0,45.0,0.94,0.0,214.79999999999998
D17.1922-03-31_WTP204.1922-03-31_0,D17.1922-03-31,WTP204.1922-03-31,0,45.0,0.94,0.0,96.05425441419779
D17.1922-04-30_WTP204.1922-04-30_0,D17.1922-04-30,WTP204.1922-04-30,0,45.0,0.94,0.0,186.92305077181078
D17.1922-05-31_WTP204.1922-05-31_0,D17.1922-05-31,WTP204.1922-05-31,0,45.0,0.94,0.0,542.4
D17.1922-06-30_WTP204.1922-06-30_0,D17.1922-06-30,WTP204.1922-06-30,0,45.0,0.94,0.0,334.8
D17.1922-07-31_WTP204.1922-07-31_0,D17.1922-07-31,WTP204.1922-07-31,0,45.0,0.94,0.0,36.191600808284754
D17.1922-08-31_WTP204.1922-08-31_0,D17.1922-08-31,WTP204.1922-08-31,0,45.0,0.94,0.0,48.0
D17.1922-09-30_WTP204.1922-09-30_0,D17.1922-09-30,WTP204.1922-09-30,0,45.0,0.94,0.0,45.6
D44.1921-10-31_D503.1921-10-31_0,D44.1921-10-31,D503.1921-10-31,0,0.0,1.0,0.0,1e+18
D44.1921-11-30_D503.1921-11-30_0,D44.1921-11-30,D503.1921-11-30,0,0.0,1.0,0.0,1e+18
D44.1921-12-31_D503.1921-12-31_0,D44.1921-12-31,D503.1921-12-31,0,0.0,1.0,0.0,1e+18
D44.1922-01-31_D503.1922-01-31_0,D44.1922-01-31,D503.1922-01-31,0,0.0,1.0,0.0,1e+18
D44.1922-02-28_D503.1922-02-28_0,D44.1922-02-28,D503.1922-02-28,0,0.0,1.0,0.0,1e+18
D44.1922-03-31_D503.1922-03-31_0,D44.1922-03-31,D503.1922-03-31,0,0.0,1.0,0.0,1e+18
D44.1922-04-30_D503.1922-04-30_0,D44.1922-04-30,D503.1922-04-30,0,0.0,1.0,0.0,1e+18
D44.1922-05-31_D503.1922-05-31_0,D44.1922-05-31,D503.1922-05-31,0,0.0,1.0,0.0,1e+18
D44.1922-06-30_D503.1922-06-30_0,D44.1922-06-30,D503.1922-06-30,0,0.0,1.0,0.0,1e+18
D44.1922-07-31_D503.1922-07-31_0,D44.1922-07-31,D503.1922-07-31,0,0.0,1.0,0.0,1e+18
D44.1922-08-31_D503.1922-08-31_0,D44.1922-08-31,D503.1922-08-31,0,0.0,1.0,0.0,1e+18
D44.1922-09-30_D503.1922-09-30_0,D44.1922-09-30,D503.1922-09-30,0,0.0,1.0,0.0,1e+18
D503.1921-10-31_D511.1921-10-31_0,D503.1921-10-31,D511.1921-10-31,0,0.0,1.0,0.0,1e+18
D503.1921-11-30_D511.1921-11-30_0,D503.1921-11-30,D511.1921-11-30,0,0.0,1.0,0.0,1e+18
D503.1921-12-31_D511.1921-12-31_0,D503.1921-12-31,D511.1921-12-31,0,0.0,1.0,147.25,1e+18
D503.1922-01-31_D511.1922-01-31_0,D503.1922-01-31,D511.1922-01-31,0,0.0,1.0,0.0,1e+18
D503.1922-02-28_D511.1922-02-28_0,D503.1922-02-28,D511.1922-02-28,0,0.0,1.0,0.0,1e+18
D503.1922-03-31_D511.1922-03-31_0,D503.1922-03-31,D511.1922-03-31,0,0.0,1.0,0.0,1e+18
D503.1922-04-30_D511.1922-04-30_0,D503.1922-04-30,D511.1922-04-30,0,0.0,1.0,0.0,1e+18
